Time	eventName	event
893.2728123457072	westMovingCar_83	1
905.2377931089246	westMovingCar_84	1
905.8184751936641	westMovingCar_85	1
913.6598464614103	westMovingCar_86	1
927.9254743210007	westMovingCar_87	1
929.8995865866217	westMovingCar_88	1
935.3654936072005	westMovingCar_89	1
940.6065724082293	westMovingCar_90	1
942.4631562531798	westMovingCar_91	1
943.2764640071966	westMovingCar_92	1
953.9020790622311	westMovingCar_93	1
958.0201001051914	westMovingCar_94	1
958.2731173151337	westMovingCar_95	1
982.8722302328841	westMovingCar_96	1
1003.0052820628595	westMovingCar_97	1
1009.0293162750858	westMovingCar_98	1
1009.1479498912641	westMovingCar_99	1
1014.1463811334097	westMovingCar_100	1
1025.4665314933652	westMovingCar_101	1
1039.4468519189886	westMovingCar_102	1
1065.9765782837183	westMovingCar_103	1
1067.7901428605524	westMovingCar_104	1
1082.2795977244432	westMovingCar_105	1
1101.3258888896546	westMovingCar_106	1
1107.0477898066958	westMovingCar_107	1
1118.5666474164511	westMovingCar_108	1
1130.2413904960079	westMovingCar_109	1
1131.62511664826	westMovingCar_110	1
1133.7570869463743	westMovingCar_111	1
1143.8697405404887	westMovingCar_112	1
1145.329687831646	westMovingCar_113	1
1157.5358041745017	westMovingCar_114	1
1159.5070809164972	westMovingCar_115	1
1170.6679764707294	westMovingCar_116	1
1171.630229958208	westMovingCar_117	1
1179.4168766166697	westMovingCar_118	1
1184.8316861710132	westMovingCar_119	1
1193.0366527754047	westMovingCar_120	1
1208.1051111855368	westMovingCar_121	1
1220.2750611743234	westMovingCar_122	1
1223.6647633232396	westMovingCar_123	1
1232.0972466727594	westMovingCar_124	1
1239.104522482337	westMovingCar_125	1
1240.947220710335	westMovingCar_126	1
1241.2150083361328	westMovingCar_127	1
1255.7984183156593	westMovingCar_128	1
1274.2122184377733	westMovingCar_129	1
1285.3147748529486	westMovingCar_130	1
1309.465700743372	westMovingCar_131	1
1344.4706950809011	westMovingCar_132	1
1360.4565652739489	westMovingCar_133	1
1389.0823424315574	westMovingCar_134	1
1415.2427318865837	westMovingCar_135	1
1421.199132951533	westMovingCar_136	1
1439.3319896626456	westMovingCar_137	1
1441.6352585039983	westMovingCar_138	1
1450.7167221007273	westMovingCar_139	1
1493.6102996818584	westMovingCar_140	1
1510.119262551095	westMovingCar_141	1
1510.7307439088524	westMovingCar_142	1
1532.503688801719	westMovingCar_143	1
1542.675129598261	westMovingCar_144	1
1579.162252181472	westMovingCar_145	1
1602.2303073991143	westMovingCar_146	1
1625.2011274707615	westMovingCar_147	1
1632.7831909996246	westMovingCar_148	1
1638.7058200291413	westMovingCar_149	1
1650.4571680101076	westMovingCar_150	1
1653.5503197619646	westMovingCar_151	1
1655.8023620724414	westMovingCar_152	1
1661.467267832373	westMovingCar_153	1
1665.4525100911585	westMovingCar_154	1
1684.591318966062	westMovingCar_155	1
1689.5705643122415	westMovingCar_156	1
1702.5796961291705	westMovingCar_157	1
1702.6033393912676	westMovingCar_158	1
1710.7939151807	westMovingCar_159	1
1729.7751425227673	westMovingCar_160	1
1759.2268109053318	westMovingCar_161	1
1774.6837264648034	westMovingCar_162	1
1784.3978076447966	westMovingCar_163	1
1791.3931197696918	westMovingCar_164	1
1819.7420236180762	westMovingCar_165	1
1823.2011653880613	westMovingCar_166	1
1848.6782723103345	westMovingCar_167	1
1854.875447747339	westMovingCar_168	1
1872.333571925424	westMovingCar_169	1
1879.13276911439	westMovingCar_170	1
1884.0997256914718	westMovingCar_171	1
1892.5692488372258	westMovingCar_172	1
1931.9807080630287	westMovingCar_173	1
1952.1834346688565	westMovingCar_174	1
1961.8782410204988	westMovingCar_175	1
1975.1512462204453	westMovingCar_176	1
1978.2305549233552	westMovingCar_177	1
1990.76757874341	westMovingCar_178	1
1994.3237871988247	westMovingCar_179	1
2024.7935526830502	westMovingCar_180	1
2033.0180577224269	westMovingCar_181	1
2069.585424420181	westMovingCar_182	1
2070.511586412088	westMovingCar_183	1
2100.5371384051355	westMovingCar_184	1
2109.695391673841	westMovingCar_185	1
2110.0094291241408	westMovingCar_186	1
2144.485709884169	westMovingCar_187	1
2150.1802948930713	westMovingCar_188	1
2167.870332973031	westMovingCar_189	1
2189.9211181454725	westMovingCar_190	1
2190.078304913762	westMovingCar_191	1
2194.7764338345332	westMovingCar_192	1
2213.0091169016546	westMovingCar_193	1
2225.3405277550387	westMovingCar_194	1
2256.285022710169	westMovingCar_195	1
2260.211644632378	westMovingCar_196	1
2269.7871164587145	westMovingCar_197	1
2269.8275640050033	westMovingCar_198	1
2280.7939685293272	westMovingCar_199	1
2289.3746791467133	westMovingCar_200	1
2299.0619023821046	westMovingCar_201	1
2321.274512988071	westMovingCar_202	1
2323.0799716101915	westMovingCar_203	1
2323.114669335791	westMovingCar_204	1
2326.854773423571	westMovingCar_205	1
2333.528142624228	westMovingCar_206	1
2337.796561443185	westMovingCar_207	1
2349.22812165395	westMovingCar_208	1
2355.370162463271	westMovingCar_209	1
2356.183612026248	westMovingCar_210	1
2356.7106017308342	westMovingCar_211	1
2374.5651477561214	westMovingCar_212	1
2375.974249571736	westMovingCar_213	1
2397.0979695266783	westMovingCar_214	1
2409.8780748333443	westMovingCar_215	1
2414.2777710204273	westMovingCar_216	1
2436.6528159228087	westMovingCar_217	1
2437.6897209055523	westMovingCar_218	1
2439.2327682344194	westMovingCar_219	1
2440.0921801803197	westMovingCar_220	1
2442.9390534241375	westMovingCar_221	1
2454.84903435839	westMovingCar_222	1
2459.728284073619	westMovingCar_223	1
2460.0254593399823	westMovingCar_224	1
2485.332748670641	westMovingCar_225	1
2493.452640964846	westMovingCar_226	1
2496.0258065654434	westMovingCar_227	1
2499.2760903786802	westMovingCar_228	1
2499.7992872432264	westMovingCar_229	1
2521.564401644421	westMovingCar_230	1
2546.2869812022686	westMovingCar_231	1
2556.595046106496	westMovingCar_232	1
2574.1611495618454	westMovingCar_233	1
2580.1167465909416	westMovingCar_234	1
2582.728795202374	westMovingCar_235	1
2583.859085379897	westMovingCar_236	1
2591.259519336746	westMovingCar_237	1
2604.464171315326	westMovingCar_238	1
2607.8796784853103	westMovingCar_239	1
2638.773739174776	westMovingCar_240	1
2642.2810069990533	westMovingCar_241	1
2647.9929331617855	westMovingCar_242	1
2657.5488579250245	westMovingCar_243	1
2674.1225611101004	westMovingCar_244	1
2680.5864722170895	westMovingCar_245	1
2688.2663533114564	westMovingCar_246	1
2693.2925078539834	westMovingCar_247	1
2695.086303096864	westMovingCar_248	1
2700.1840845552865	westMovingCar_249	1
2732.203458336516	westMovingCar_250	1
2751.2800438842523	westMovingCar_251	1
2762.730580599801	westMovingCar_252	1
2764.3840428517265	westMovingCar_253	1
2766.2700452463896	westMovingCar_254	1
2766.670132541741	westMovingCar_255	1
2771.870056062874	westMovingCar_256	1
2791.904259754329	westMovingCar_257	1
2794.1383226820594	westMovingCar_258	1
2797.142592606459	westMovingCar_259	1
2798.348451906763	westMovingCar_260	1
2803.932528231381	westMovingCar_261	1
2808.427938798781	westMovingCar_262	1
2818.8727860433764	westMovingCar_263	1
2823.3881774202996	westMovingCar_264	1
2836.132752648918	westMovingCar_265	1
2844.3415051175625	westMovingCar_266	1
2847.918792461096	westMovingCar_267	1
2851.4860083313165	westMovingCar_268	1
2861.138398277519	westMovingCar_269	1
2863.968183065923	westMovingCar_270	1
2872.9710229583097	westMovingCar_271	1
2873.553988578389	westMovingCar_272	1
2875.7328277514425	westMovingCar_273	1
2877.428497995594	westMovingCar_274	1
2878.616879223167	westMovingCar_275	1
2886.304626432746	westMovingCar_276	1
2896.465210281527	westMovingCar_277	1
2905.586141520399	westMovingCar_278	1
2923.094992695486	westMovingCar_279	1
2931.2544776382915	westMovingCar_280	1
2938.2934747367385	westMovingCar_281	1
2945.882097838143	westMovingCar_282	1
2964.610553057276	westMovingCar_283	1
2978.3043213966625	westMovingCar_284	1
3024.9271114994485	westMovingCar_285	1
3039.710706897104	westMovingCar_286	1
3042.6138751292547	westMovingCar_287	1
3044.5827463827677	westMovingCar_288	1
3065.4324953309306	westMovingCar_289	1
3073.4501886397807	westMovingCar_290	1
3074.8214263104296	westMovingCar_291	1
3085.0898819337654	westMovingCar_292	1
3105.201490822647	westMovingCar_293	1
3107.7208811520804	westMovingCar_294	1
3108.0321522500903	westMovingCar_295	1
3113.134511939133	westMovingCar_296	1
3142.0028088118715	westMovingCar_297	1
3144.137040294677	westMovingCar_298	1
3155.616643819009	westMovingCar_299	1
3167.0389370368503	westMovingCar_300	1
3170.792042984072	westMovingCar_301	1
3172.880111199758	westMovingCar_302	1
3186.238459428847	westMovingCar_303	1
3194.640369801241	westMovingCar_304	1
3199.7221268056387	westMovingCar_305	1
3211.773318956371	westMovingCar_306	1
3241.0712652061334	westMovingCar_307	1
3253.2031269426056	westMovingCar_308	1
3256.0221935180016	westMovingCar_309	1
3276.7113214704373	westMovingCar_310	1
3277.351304051961	westMovingCar_311	1
3278.945786593153	westMovingCar_312	1
3285.4150331556825	westMovingCar_313	1
3289.3527736270776	westMovingCar_314	1
3291.8227827004657	westMovingCar_315	1
3316.543312583963	westMovingCar_316	1
3331.794847737485	westMovingCar_317	1
3334.341792718801	westMovingCar_318	1
3341.077905251899	westMovingCar_319	1
3341.4455271027573	westMovingCar_320	1
3353.508988722304	westMovingCar_321	1
3362.604271469674	westMovingCar_322	1
3373.4350225881085	westMovingCar_323	1
3383.2484663506	westMovingCar_324	1
3384.939905578964	westMovingCar_325	1
3386.418666200561	westMovingCar_326	1
3387.8978349790536	westMovingCar_327	1
3390.715155714342	westMovingCar_328	1
3424.6046881760894	westMovingCar_329	1
3444.275974061961	westMovingCar_330	1
3446.5957631698834	westMovingCar_331	1
3466.3873487432825	westMovingCar_332	1
3468.5432144380616	westMovingCar_333	1
3480.0814536100247	westMovingCar_334	1
3491.5385605443043	westMovingCar_335	1
3522.082021945264	westMovingCar_336	1
3541.221671662936	westMovingCar_337	1
3548.7830682123563	westMovingCar_338	1
3550.8072422162263	westMovingCar_339	1
3567.243919584662	westMovingCar_340	1
3568.5338482513484	westMovingCar_341	1
3580.7935796191077	westMovingCar_342	1
3581.5288624876257	westMovingCar_343	1
3594.014064638895	westMovingCar_344	1
3609.2720822284887	westMovingCar_345	1
3612.7201888199897	westMovingCar_346	1
3615.098176269888	westMovingCar_347	1
3626.212063368991	westMovingCar_348	1
3628.041102046309	westMovingCar_349	1
3647.136812353765	westMovingCar_350	1
3652.9082271255247	westMovingCar_351	1
3657.297089357993	westMovingCar_352	1
3662.3900708832084	westMovingCar_353	1
3664.5029322719415	westMovingCar_354	1
3676.2205703308796	westMovingCar_355	1
3681.8074974954243	westMovingCar_356	1
3684.5504734994256	westMovingCar_357	1
3708.528026015322	westMovingCar_358	1
3713.941413671824	westMovingCar_359	1
3732.2993127558907	westMovingCar_360	1
3735.566408173121	westMovingCar_361	1
3739.901553991863	westMovingCar_362	1
3764.8772800831284	westMovingCar_363	1
3772.9632169474826	westMovingCar_364	1
3783.458269511857	westMovingCar_365	1
3783.653528647544	westMovingCar_366	1
3798.835718840813	westMovingCar_367	1
3799.993823515409	westMovingCar_368	1
3819.3536970427895	westMovingCar_369	1
3834.2414778130424	westMovingCar_370	1
3845.300080182528	westMovingCar_371	1
3856.6404577202425	westMovingCar_372	1
3866.7973169995958	westMovingCar_373	1
3867.9588122651776	westMovingCar_374	1
3868.8715179834526	westMovingCar_375	1
3880.7589683568076	westMovingCar_376	1
3882.699024073839	westMovingCar_377	1
3888.212073024152	westMovingCar_378	1
3903.3254909928546	westMovingCar_379	1
3918.898651644841	westMovingCar_380	1
3921.115550168287	westMovingCar_381	1
3931.2409333455853	westMovingCar_382	1
3946.434555616697	westMovingCar_383	1
3956.460293902745	westMovingCar_384	1
3975.743875683755	westMovingCar_385	1
3984.5904423155853	westMovingCar_386	1
3985.0636133622716	westMovingCar_387	1
3990.406211594856	westMovingCar_388	1
3996.384256997011	westMovingCar_389	1
4002.939941810013	westMovingCar_390	1
4027.5213663214154	westMovingCar_391	1
4055.09023209737	westMovingCar_392	1
4059.411599402296	westMovingCar_393	1
4061.691473974277	westMovingCar_394	1
4068.7860201556814	westMovingCar_395	1
4092.3288829083617	westMovingCar_396	1
4100.042952615783	westMovingCar_397	1
4108.728689356673	westMovingCar_398	1
4114.384339276904	westMovingCar_399	1
4125.687457845406	westMovingCar_400	1
4131.560586031854	westMovingCar_401	1
4141.730936906143	westMovingCar_402	1
4165.593422460529	westMovingCar_403	1
4179.507663501633	westMovingCar_404	1
4197.236197897455	westMovingCar_405	1
4207.623095297387	westMovingCar_406	1
4219.766927670762	westMovingCar_407	1
4225.505545221119	westMovingCar_408	1
4232.833679226517	westMovingCar_409	1
4233.980938553319	westMovingCar_410	1
4257.07392716163	westMovingCar_411	1
4265.204029063353	westMovingCar_412	1
4287.488972385039	westMovingCar_413	1
4287.946311891511	westMovingCar_414	1
4301.104275655588	westMovingCar_415	1
4312.02326613315	westMovingCar_416	1
4312.438535250064	westMovingCar_417	1
4325.71774177853	westMovingCar_418	1
4329.451305090682	westMovingCar_419	1
4330.424279416558	westMovingCar_420	1
4337.1096155598525	westMovingCar_421	1
4348.934332247584	westMovingCar_422	1
4351.539556981935	westMovingCar_423	1
4353.947594064305	westMovingCar_424	1
4357.970572205158	westMovingCar_425	1
4384.23010466083	westMovingCar_426	1
4391.309288196532	westMovingCar_427	1
4399.953576001949	westMovingCar_428	1
4409.216972443884	westMovingCar_429	1
4417.272613821355	westMovingCar_430	1
4423.895995521355	westMovingCar_431	1
4424.825080454597	westMovingCar_432	1
4432.42156011085	westMovingCar_433	1
4440.878445625119	westMovingCar_434	1
4452.429094975197	westMovingCar_435	1
4453.329831538052	westMovingCar_436	1
4456.214636869597	westMovingCar_437	1
4456.842750614266	westMovingCar_438	1
4469.2674415857955	westMovingCar_439	1
4471.155770295708	westMovingCar_440	1
4475.619512376603	westMovingCar_441	1
4478.172264611399	westMovingCar_442	1
4488.372334438088	westMovingCar_443	1
4501.323705768783	westMovingCar_444	1
4508.644566642742	westMovingCar_445	1
4517.612576488727	westMovingCar_446	1
4521.377953743569	westMovingCar_447	1
4527.742935954225	westMovingCar_448	1
4528.097756846402	westMovingCar_449	1
4531.824615151775	westMovingCar_450	1
4535.644175364432	westMovingCar_451	1
4535.829853544825	westMovingCar_452	1
4537.553465261846	westMovingCar_453	1
4553.250015975541	westMovingCar_454	1
4556.046399307987	westMovingCar_455	1
4557.651293119948	westMovingCar_456	1
4564.572409374306	westMovingCar_457	1
4606.101541499569	westMovingCar_458	1
4608.547640518599	westMovingCar_459	1
4617.588601851188	westMovingCar_460	1
4628.27934449283	westMovingCar_461	1
4632.814458267936	westMovingCar_462	1
4637.81457373466	westMovingCar_463	1
4642.504237609484	westMovingCar_464	1
4658.686207740644	westMovingCar_465	1
4660.605951016718	westMovingCar_466	1
4666.398417126092	westMovingCar_467	1
4667.9315050163805	westMovingCar_468	1
4676.580013870405	westMovingCar_469	1
4687.4576201408145	westMovingCar_470	1
4699.437092137819	westMovingCar_471	1
4714.179268498449	westMovingCar_472	1
4717.190650733945	westMovingCar_473	1
4781.988525219204	westMovingCar_474	1
4813.315305771396	westMovingCar_475	1
4815.928403854638	westMovingCar_476	1
4826.5212081354575	westMovingCar_477	1
4828.330971242907	westMovingCar_478	1
4833.287725621885	westMovingCar_479	1
4872.0706343306565	westMovingCar_480	1
4887.377526167495	westMovingCar_481	1
4894.519073143384	westMovingCar_482	1
4899.516199607914	westMovingCar_483	1
4905.2476356638645	westMovingCar_484	1
4924.597993847153	westMovingCar_485	1
4936.056783595989	westMovingCar_486	1
4944.860670691129	westMovingCar_487	1
4954.685128500345	westMovingCar_488	1
4961.012982514191	westMovingCar_489	1
4968.15943584207	westMovingCar_490	1
4973.226052026696	westMovingCar_491	1
4997.640644378478	westMovingCar_492	1
5004.279213962329	westMovingCar_493	1
5025.326563396593	westMovingCar_494	1
5026.675802122818	westMovingCar_495	1
5039.2276868821245	westMovingCar_496	1
5043.41936130001	westMovingCar_497	1
5063.91212034872	westMovingCar_498	1
5068.870313049284	westMovingCar_499	1
5072.436422375335	westMovingCar_500	1
5111.633765233939	westMovingCar_501	1
5117.744798473582	westMovingCar_502	1
5122.626092285663	westMovingCar_503	1
5125.217698121191	westMovingCar_504	1
5145.773578548806	westMovingCar_505	1
5154.848768402992	westMovingCar_506	1
5158.007416701325	westMovingCar_507	1
5168.1559693104755	westMovingCar_508	1
5202.416805514795	westMovingCar_509	1
5203.3726394626165	westMovingCar_510	1
5209.295874486569	westMovingCar_511	1
5215.289348177252	westMovingCar_512	1
5224.883873293377	westMovingCar_513	1
5233.638544731798	westMovingCar_514	1
5238.190168421654	westMovingCar_515	1
5249.598306549909	westMovingCar_516	1
5265.370086732258	westMovingCar_517	1
5293.159291694512	westMovingCar_518	1
5311.786370772649	westMovingCar_519	1
5315.489872893617	westMovingCar_520	1
5316.978021222469	westMovingCar_521	1
5332.80989327555	westMovingCar_522	1
5345.007364064031	westMovingCar_523	1
5359.500556449696	westMovingCar_524	1
5367.08372816715	westMovingCar_525	1
5371.202639989491	westMovingCar_526	1
5388.144376620667	westMovingCar_527	1
5401.861836312795	westMovingCar_528	1
5402.277746237087	westMovingCar_529	1
5406.02160983497	westMovingCar_530	1
5411.305426966974	westMovingCar_531	1
5412.74550089213	westMovingCar_532	1
5415.145606196934	westMovingCar_533	1
5415.407220655413	westMovingCar_534	1
5428.391020018709	westMovingCar_535	1
5451.9477059001865	westMovingCar_536	1
5466.493236122551	westMovingCar_537	1
5473.092854567698	westMovingCar_538	1
5487.870753760957	westMovingCar_539	1
5492.434297477413	westMovingCar_540	1
5507.513110325787	westMovingCar_541	1
5538.333734063636	westMovingCar_542	1
5539.575564414584	westMovingCar_543	1
5550.3419471650695	westMovingCar_544	1
5557.533390357456	westMovingCar_545	1
5558.860410384293	westMovingCar_546	1
5562.533611400306	westMovingCar_547	1
5566.411783198447	westMovingCar_548	1
5612.800882792948	westMovingCar_549	1
5620.966152020148	westMovingCar_550	1
5628.836583563855	westMovingCar_551	1
5642.9799430149105	westMovingCar_552	1
5647.992256203232	westMovingCar_553	1
5654.947315088096	westMovingCar_554	1
5675.851706212144	westMovingCar_555	1
5689.48025282673	westMovingCar_556	1
5693.214448942419	westMovingCar_557	1
5693.852711521984	westMovingCar_558	1
5695.707437497201	westMovingCar_559	1
5705.189882305192	westMovingCar_560	1
5717.921584560147	westMovingCar_561	1
5725.778025128712	westMovingCar_562	1
5736.189684203298	westMovingCar_563	1
5741.906999814287	westMovingCar_564	1
5748.63613410815	westMovingCar_565	1
5750.384984177383	westMovingCar_566	1
5764.009519535855	westMovingCar_567	1
5771.364893452301	westMovingCar_568	1
5771.457435699377	westMovingCar_569	1
5778.756304354839	westMovingCar_570	1
5785.295936746799	westMovingCar_571	1
5795.565944754618	westMovingCar_572	1
5799.780781894302	westMovingCar_573	1
5801.619449133895	westMovingCar_574	1
5807.891227403451	westMovingCar_575	1
5825.038393160797	westMovingCar_576	1
5826.230072089837	westMovingCar_577	1
5827.389249028974	westMovingCar_578	1
5827.763041366796	westMovingCar_579	1
5828.420108960409	westMovingCar_580	1
5828.443680041292	westMovingCar_581	1
5834.843398196921	westMovingCar_582	1
5854.346219262043	westMovingCar_583	1
5857.692508314286	westMovingCar_584	1
5865.975726501909	westMovingCar_585	1
5876.395340067081	westMovingCar_586	1
5887.444235214275	westMovingCar_587	1
5897.537187019034	westMovingCar_588	1
5906.345725821639	westMovingCar_589	1
5928.310845726459	westMovingCar_590	1
5937.944019977705	westMovingCar_591	1
5952.640343392637	westMovingCar_592	1
5952.945581021283	westMovingCar_593	1
5978.223434796107	westMovingCar_594	1
6001.273261192978	westMovingCar_595	1
6042.348307040655	westMovingCar_596	1
6043.19518872631	westMovingCar_597	1
6045.993118265266	westMovingCar_598	1
6047.328563498893	westMovingCar_599	1
6069.691467491114	westMovingCar_600	1
6076.38598931765	westMovingCar_601	1
6092.847267162743	westMovingCar_602	1
6093.453948064228	westMovingCar_603	1
6095.776544303343	westMovingCar_604	1
6119.506749156519	westMovingCar_605	1
6122.984265204874	westMovingCar_606	1
6123.197783172289	westMovingCar_607	1
6126.325968724037	westMovingCar_608	1
6132.938786326372	westMovingCar_609	1
6144.493077638329	westMovingCar_610	1
6149.048548565203	westMovingCar_611	1
6154.03024042751	westMovingCar_612	1
6159.250805620321	westMovingCar_613	1
6175.369644798384	westMovingCar_614	1
6176.127941442779	westMovingCar_615	1
6184.907841535717	westMovingCar_616	1
6194.422627422403	westMovingCar_617	1
6198.396241444025	westMovingCar_618	1
6206.228582575038	westMovingCar_619	1
6206.2770426835295	westMovingCar_620	1
6209.547631260202	westMovingCar_621	1
6214.169531887196	westMovingCar_622	1
6216.772068054894	westMovingCar_623	1
6224.552400162003	westMovingCar_624	1
6225.456931329891	westMovingCar_625	1
6239.890628048804	westMovingCar_626	1
6253.559646536993	westMovingCar_627	1
6254.277111515985	westMovingCar_628	1
6265.625487220407	westMovingCar_629	1
6270.449173801513	westMovingCar_630	1
6278.783998841136	westMovingCar_631	1
6284.416690443949	westMovingCar_632	1
6330.6229066340475	westMovingCar_633	1
6334.241532598386	westMovingCar_634	1
6338.964477641669	westMovingCar_635	1
6354.261131629431	westMovingCar_636	1
6361.047874777225	westMovingCar_637	1
6362.20808441988	westMovingCar_638	1
6370.209480716615	westMovingCar_639	1
6392.256627892616	westMovingCar_640	1
6402.410187048326	westMovingCar_641	1
6414.632568711256	westMovingCar_642	1
6415.6946967633785	westMovingCar_643	1
6451.4446388085735	westMovingCar_644	1
6451.80136654125	westMovingCar_645	1
6471.131974111467	westMovingCar_646	1
6488.005518257362	westMovingCar_647	1
6488.963558643656	westMovingCar_648	1
6490.115500349976	westMovingCar_649	1
6492.244509938888	westMovingCar_650	1
6493.321041614055	westMovingCar_651	1
6500.897156066002	westMovingCar_652	1
6502.565098921687	westMovingCar_653	1
6515.123025679055	westMovingCar_654	1
6519.509587178531	westMovingCar_655	1
6524.89428960286	westMovingCar_656	1
6544.607362801435	westMovingCar_657	1
6559.851709162029	westMovingCar_658	1
6565.05109647313	westMovingCar_659	1
6579.618530854742	westMovingCar_660	1
6586.551333299244	westMovingCar_661	1
6589.937478783725	westMovingCar_662	1
6609.653634936232	westMovingCar_663	1
6614.321751771777	westMovingCar_664	1
6614.620429806736	westMovingCar_665	1
6616.338305370216	westMovingCar_666	1
6633.308421160231	westMovingCar_667	1
6636.579880760562	westMovingCar_668	1
6642.651282325751	westMovingCar_669	1
6648.2691293480475	westMovingCar_670	1
6657.302076563023	westMovingCar_671	1
6660.804818854033	westMovingCar_672	1
6676.474760393268	westMovingCar_673	1
6676.6863501762045	westMovingCar_674	1
6692.262111595487	westMovingCar_675	1
6708.006350755935	westMovingCar_676	1
6739.4572887992845	westMovingCar_677	1
6762.794787531203	westMovingCar_678	1
6762.903629895449	westMovingCar_679	1
6763.935942625883	westMovingCar_680	1
6787.715005491736	westMovingCar_681	1
6798.695690011189	westMovingCar_682	1
6801.931849501751	westMovingCar_683	1
6802.906344461416	westMovingCar_684	1
6805.501587702689	westMovingCar_685	1
6812.150150296514	westMovingCar_686	1
6812.588424033362	westMovingCar_687	1
6813.775498742602	westMovingCar_688	1
6817.6251330774285	westMovingCar_689	1
6820.222370466586	westMovingCar_690	1
6824.974435469562	westMovingCar_691	1
6856.5630962008945	westMovingCar_692	1
6858.187896749806	westMovingCar_693	1
6881.772285370985	westMovingCar_694	1
6895.605229907631	westMovingCar_695	1
6910.862403627173	westMovingCar_696	1
6916.366628317348	westMovingCar_697	1
6933.435612607184	westMovingCar_698	1
6937.613185508066	westMovingCar_699	1
6951.498324463122	westMovingCar_700	1
6966.249619331119	westMovingCar_701	1
6977.475843073062	westMovingCar_702	1
6991.152358835763	westMovingCar_703	1
7005.199589580973	westMovingCar_704	1
7010.032630737007	westMovingCar_705	1
7017.294778222178	westMovingCar_706	1
7019.79327359639	westMovingCar_707	1
7020.50879359814	westMovingCar_708	1
7022.906767415816	westMovingCar_709	1
7033.953549024543	westMovingCar_710	1
7043.324174471779	westMovingCar_711	1
7053.0473948707895	westMovingCar_712	1
7062.6389664824665	westMovingCar_713	1
7089.888709533683	westMovingCar_714	1
7092.921657340953	westMovingCar_715	1
7102.131193976698	westMovingCar_716	1
7132.2698307888995	westMovingCar_717	1
7132.676549695342	westMovingCar_718	1
7134.753610715885	westMovingCar_719	1
7139.363210544732	westMovingCar_720	1
7143.14059305793	westMovingCar_721	1
7160.082319155233	westMovingCar_722	1
7176.564912254106	westMovingCar_723	1
7177.619165184236	westMovingCar_724	1
