13.798004635471047	20
13.798004635471047	0
32.832226834401474	0
32.832226834401474	20
41.77976601379538	20
41.77976601379538	0
59.74962814337206	0
59.74962814337206	20
85.49854510558582	20
85.49854510558582	0
97.32644371418952	0
97.32644371418952	20
100.42461754341117	20
100.42461754341117	0
104.7537241726504	0
104.7537241726504	20
110.34981794224531	20
110.34981794224531	0
115.09485246830849	0
115.09485246830849	20
122.58365788271874	20
122.58365788271874	0
128.35877317962152	0
128.35877317962152	20
132.3938053199749	20
132.3938053199749	0
136.657848569233	0
136.657848569233	20
192.68904162848622	20
192.68904162848622	0
246.24045647558597	0
246.24045647558597	20
302.08874255604036	20
302.08874255604036	0
355.1532857958793	0
355.1532857958793	20
478.80012597289164	20
478.80012597289164	0
540.7620369355501	0
540.7620369355501	20
662.341654950029	20
662.341654950029	0
697.2170858231359	0
697.2170858231359	20
756.7307051388158	20
756.7307051388158	0
805.0930506699264	0
805.0930506699264	20
867.4967214371976	20
867.4967214371976	0
886.7609382918556	0
886.7609382918556	20
894.5095926986779	20
894.5095926986779	0
920.4448773515006	0
920.4448773515006	20
950.0375049559286	20
950.0375049559286	0
990.3788148476559	0
990.3788148476559	20
1015.159076976782	20
1015.159076976782	0
1034.7665343668416	0
1034.7665343668416	20
1039.4468519189886	20
1039.4468519189886	0
1043.0447229826823	0
1043.0447229826823	20
1065.9765782837183	20
1065.9765782837183	0
1074.6079860670468	0
1074.6079860670468	20
1082.8627706529044	20
1082.8627706529044	0
1087.6137418401054	0
1087.6137418401054	20
1105.4961774791166	20
1105.4961774791166	0
1113.5830452781188	0
1113.5830452781188	20
1125.4649725727145	20
1125.4649725727145	0
1129.2027900553103	0
1129.2027900553103	20
1159.5463789417227	20
1159.5463789417227	0
1207.360365839624	0
1207.360365839624	20
1284.2077947332798	20
1284.2077947332798	0
1327.3337183107471	0
1327.3337183107471	20
1344.4706950809011	20
1344.4706950809011	0
1348.5954497646444	0
1348.5954497646444	20
1360.985885277458	20
1360.985885277458	0
1379.20813058762	0
1379.20813058762	20
1391.066183869425	20
1391.066183869425	0
1411.3452583973142	0
1411.3452583973142	20
1415.2427318865837	20
1415.2427318865837	0
1428.2835205793654	0
1428.2835205793654	20
1440.939839665858	20
1440.939839665858	0
1448.573070713514	0
1448.573070713514	20
1479.6662006020163	20
1479.6662006020163	0
1483.5618978219106	0
1483.5618978219106	20
1493.6102996818584	20
1493.6102996818584	0
1497.8810405816396	0
1497.8810405816396	20
1510.6010888366438	20
1510.6010888366438	0
1519.9191321440328	0
1519.9191321440328	20
1548.572286849472	20
1548.572286849472	0
1556.4872811773741	0
1556.4872811773741	20
1579.162252181472	20
1579.162252181472	0
1587.5259599105539	0
1587.5259599105539	20
1627.1701205972752	20
1627.1701205972752	0
1644.0957391830464	0
1644.0957391830464	20
1652.3821039750392	20
1652.3821039750392	0
1670.8374846930524	0
1670.8374846930524	20
1697.2500425454025	20
1697.2500425454025	0
1716.582282580884	0
1716.582282580884	20
1729.7751425227673	20
1729.7751425227673	0
1736.8867582773642	0
1736.8867582773642	20
1759.5575169346544	20
1759.5575169346544	0
1764.3283752588636	0
1764.3283752588636	20
1774.6837264648034	20
1774.6837264648034	0
1797.3947681666184	0
1797.3947681666184	20
1819.7420236180762	20
1819.7420236180762	0
1828.112861292501	0
1828.112861292501	20
1851.1523236723804	20
1851.1523236723804	0
1863.1498264069328	0
1863.1498264069328	20
1877.5796689740425	20
1877.5796689740425	0
1889.9772384233158	0
1889.9772384233158	20
1897.8791307028223	20
1897.8791307028223	0
1901.5366992137315	0
1901.5366992137315	20
1931.9807080630287	20
1931.9807080630287	0
1941.935167912306	0
1941.935167912306	20
1957.8839630205646	20
1957.8839630205646	0
1961.8579671202185	0
1961.8579671202185	20
